date	bot	pr_id	verdict	reason
2026-08-08	Trendy-Paper-v1	PR-11	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Trendy-Paper-v1; no signed entry condition
2026-08-10	DIR-SPX-CallVIXdrop	PR-06	UNEVALUABLE_MISSING	VIX missing from 2026-08-10 tape
2026-08-10	DIR-SPX-PutVIX22-SL75	PR-05	UNEVALUABLE_MISSING	VIX missing from 2026-08-10 tape
2026-08-10	Friday 14 DTE Broken Wing IB (B-70)	PR-10	JUSTIFIED	date is Mon, gate requires Fri
2026-08-10	GF-QQQ-IC-Canary	PR-20	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-PT50	PR-15	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-Ride	PR-14	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-Ride-Delta	PR-23	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-SL100	PR-18	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-SL200	PR-19	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-Touch0	PR-17	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	GF-QQQ-IC-Trail	PR-16	UNEVALUABLE_MISSING	QQQ missing from 2026-08-10 tape
2026-08-10	IC-SPX-Fortress-Unstopped	INC-01	UNEVALUABLE_SOURCE	SPX source=reconstructed (need tradier) on 2026-08-10
2026-08-10	QQQ-IC-0DTE-Fortress-NoPT50	PR-04	UNEVALUABLE_FLOOR	fill_precondition credit floor value unrecorded
2026-08-10	Trendy-Paper-v1	PR-11	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Trendy-Paper-v1; no signed entry condition
2026-08-11	3DTE $140-$350	PR-07	UNEVALUABLE_BY_DESIGN	gate_type=unknown for 3DTE $140-$350; no signed entry condition
2026-08-11	DIR-SPX-CallVIXdrop	PR-06	UNEVALUABLE_MISSING	VIX missing from 2026-08-11 tape
2026-08-11	DIR-SPX-PutVIX22-SL75	PR-05	UNEVALUABLE_MISSING	VIX missing from 2026-08-11 tape
2026-08-11	Friday 14 DTE Broken Wing IB (B-70)	PR-10	JUSTIFIED	date is Tue, gate requires Fri
2026-08-11	GF-QQQ-IC-Canary	PR-20	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-PT50	PR-15	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-Ride	PR-14	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-Ride-Delta	PR-23	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-SL100	PR-18	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-SL200	PR-19	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-Touch0	PR-17	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	GF-QQQ-IC-Trail	PR-16	UNEVALUABLE_MISSING	QQQ missing from 2026-08-11 tape
2026-08-11	IC-SPX-Fortress-Unstopped	INC-01	UNEVALUABLE_SOURCE	SPX source=reconstructed (need tradier) on 2026-08-11
2026-08-11	QQQ-IC-0DTE-Fortress-NoPT50	PR-04	UNEVALUABLE_FLOOR	fill_precondition credit floor value unrecorded
2026-08-14	3DTE $140-$350	PR-07	UNEVALUABLE_BY_DESIGN	gate_type=unknown for 3DTE $140-$350; no signed entry condition
2026-08-14	DIR-SPX-CallVIXdrop	PR-06	UNEVALUABLE_INTRADAY	VIX low=14.18 -> -3.08% <= -2.0% but high=14.72 -> 0.62% > -2.0%; straddles; no intraday VIX series
2026-08-14	DIR-SPX-PutVIX22-SL75	PR-05	JUSTIFIED	VIX high=14.72, low=14.18, prior_close=14.63; threshold >=22.0; high < threshold all day
2026-08-14	Friday 14 DTE Broken Wing IB (B-70)	PR-10	SUSPECT	date is Fri, gate requires Fri
2026-08-14	IC-SPX-Fortress-Unstopped	INC-01	SUSPECT	no market gate and no fill_precondition declared; silence is suspect
2026-08-14	Nigiri-Paper-v1	PR-08	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Nigiri-Paper-v1; no signed entry condition
2026-08-14	QQQ-IC-0DTE-Fortress-NoPT50	PR-04	UNEVALUABLE_FLOOR	fill_precondition credit floor value unrecorded
2026-08-14	Trendy-Paper-v1	PR-11	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Trendy-Paper-v1; no signed entry condition
2026-08-17	3DTE $140-$350	PR-07	UNEVALUABLE_BY_DESIGN	gate_type=unknown for 3DTE $140-$350; no signed entry condition
2026-08-17	60min-ORB-10W-Paper-v1	PR-12	SUSPECT	SPX p=7770.19 at 10:50 breaks ORB range 7771.01-7790.68 (prior_close 7785.76)
2026-08-17	DIR-SPX-CallVIXdrop	PR-06	JUSTIFIED	VIX low=14.89 vs prior=14.25 gives 4.49% change, threshold <=-2.0%; never reached
2026-08-17	DIR-SPX-PutVIX22-SL75	PR-05	JUSTIFIED	VIX high=15.47, low=14.89, prior_close=14.25; threshold >=22.0; high < threshold all day
2026-08-17	Friday 14 DTE Broken Wing IB (B-70)	PR-10	JUSTIFIED	date is Mon, gate requires Fri
2026-08-17	IC-SPX-FastPT25-S2	PR-01	SUSPECT	SPX p=7775.69 at 11:00, Δ%=-0.13, |Δ%|=0.13 < threshold 0.75
2026-08-17	IC-SPX-Fortress-Unstopped	INC-01	SUSPECT	no market gate and no fill_precondition declared; silence is suspect
2026-08-17	Nigiri-Paper-v1	PR-08	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Nigiri-Paper-v1; no signed entry condition
2026-08-17	QQQ-IC-0DTE-Fortress-NoPT50	PR-04	UNEVALUABLE_FLOOR	fill_precondition credit floor value unrecorded
2026-08-17	Trendy-Paper-v1	PR-11	UNEVALUABLE_BY_DESIGN	gate_type=unknown for Trendy-Paper-v1; no signed entry condition
