# shared Library objects, so input_id/input_type/input_label/input_default read N/A by design —
# that is a property of the build, not a missing capture. a7_hash is recorded PER AUTOMATION in
# the capture file (four objects), so the single a7_hash column carries the bot's four hashes
# joined; the capture file is authoritative. Layer 2 DEFERRED TO DAY-0 for every row.
# F-C1 — RULED 2026-08-07 (Andy, first-hand: REMOVE) AND APPLIED 2026-08-07 (S0b session).
#   `exits.profits`/`smprofits` (PT25, 0.25/normal) removed from BOTH Open Position actions on
#   this clone (Scalp-Scan-Put and Scalp-Scan-Call), leaving Exit Options = None on each — same
#   method as the greenfield family: modal Save commits to the position-details panel, the
#   PANEL'S OWN Save button (bottom of the scrollable form, distinct from the automation tree's
#   top-level Save) commits to the tree, THEN the top-level Save persists to the server. The
#   first attempt on each side used only the top-level Save and did NOT persist — caught by a
#   genuine hard-reload re-check (Layer 1), not trusted from the panel summary or a save
#   toast — see session-log.md 2026-08-07 (S0b) for the full trap writeup.
#   VERIFIED (Layer 1, first-hand, 2026-08-07): fresh navigation (not same-session re-open) to
#   both automations shows "Exit Options: None" on both Open actions. `disableExits` still 1
#   (EXIT OPTIONS OFF), `status` still "off" (AUTOMATIONS OFF), Safeguards/Group/Tags unchanged.
#   Monitors (Scalp-Mon-S2-StrikeTouch, Scalp-Mon-S2-Cleanup) not opened, not touched.
#   ARCHIVED ORIGINAL (BOTfw5TkkCRF1217757048550308561) independently re-verified UNTOUCHED same
#   session: its Scalp-Scan-Put still reads "Profits: 25%" and its entry gate still reads the
#   OLD pre-fix text ("Bot has exactly 0 positions with put side and open status"), confirming no
#   write landed there.
#   Layer 2 (Trades list, INVERTED per oa-ops-runbook §4.3) still DEFERRED TO DAY-0 — no position
#   exists yet, AUTOMATIONS is off. This is no longer expected to fail by construction now that
#   F-C1 is applied.
#   ⚠️ HASHES BELOW ARE STALE (pre-edit, 2026-08-07 clone-sweep session) — this session did not
#   recompute scan-put/scan-call hashes (no per-bot hash tool for this clone's owned automations,
#   unlike the greenfield family's a_series.py). Re-hash on the next capture/Export Data pull.
#   Not corrected here per CLAUDE.md §5 condition 4 (no direct device sha256 of a fresh value to
#   cite) — flagged as an open item, not invented.
#
# ── 2026-08-07 (S0b-RESUME) — THE STALE-HASH ITEM ABOVE IS NOW CLOSED. Banner text above LEFT
#    STANDING per this file's own convention; read this block with it.
#    The four automation hashes on the IC-SPX-FastPT25-S2 row below were REPLACED with values
#    read first-hand this session. Superseded pre-F-C1 values, kept for the audit trail:
#        scan-put   7be1cc04bbf24ae2…   (v3, pre-F-C1)
#        scan-call  e0ee1f3f9ac7626d…   (v4, pre-F-C1)
#    The `template NOT SAVED (showBotMenu unresponsive)` cell was ALSO replaced: the template
#    DOES exist — tid Tfw5TkkCRF2317861409017023081, BOT VERSION 1, vdate 2026-08-07T22:15:01.708Z,
#    read from `a5.bots.bot` AND from the settings-page Template panel ("BOT VERSION / 1 Aug 7,
#    2026"). `showBotMenu` was NOT opened to establish this.
#
#    ⭐ WHY THIS CLEARS CLAUDE.md §5 CONDITION 4, WHICH THE BANNER ABOVE COULD NOT.
#    The blocker was that no hash tool existed for this clone's OWN automations. It does now, and
#    it was VALIDATED BEFORE USE rather than assumed (A-15: never invent a hash input, never
#    compare a recorded baseline to itself). Formula:
#        sha256( JSON.stringify( {name, inputs, root} ) )   over `a5.bots.acedit.routine`
#    — the same formula this file's header already documents for the greenfield a7_hash column.
#    It reproduced THREE recorded values EXACTLY, all on objects that did not change:
#        Scalp-Mon-S2-StrikeTouch  → 01af4963aafb5856…   == recorded
#        Scalp-Mon-S2-Cleanup      → f3673f2991541420…   == recorded
#        ARCHIVED ORIGINAL's Scalp-Scan-Put → 91da84fd2b7aafbb…, 5027 bytes, v2 == Step-0 baseline
#    Only then were the two moved scanners re-hashed.
#    ⭐ AND THE RE-HASH IS ITSELF THE PROOF STEP 5 ASKED FOR: exactly the two scanners moved.
#    `Scalp-Mon-S2-Cleanup` is byte-unchanged, which is the load-bearing one — build-plan §2B
#    forbids touching it because S2 depends on it. Proven by hash, not by eye.
#
# ── 2026-08-07 (S0b-RESUME) — ⛔ WHAT THIS FILE STILL DOES NOT CARRY, AND WHY NO COLUMN WAS ADDED.
#    S0b was asked to record, from the new capture, (a) the seven greenfield `disableExits` values
#    and (b) `itmlive`. **NEITHER HAS A COLUMN IN THIS SCHEMA, AND NONE WAS INVENTED.**
#    This is the same call already ruled once here (see the A2-EXITRATE-1 block above: "No column
#    was invented to hold it; no existing field was overloaded... that is a schema change and
#    therefore a decision"). Same reasoning, same disposition. The values live in the capture:
#        data/captures/2026-08-07-s0b/toggle-state-all-41-2026-08-07.tsv
#    read first-hand 2026-08-07 ~18:50 ET from each /bots row's toggle-icon `title` attribute:
#        AUTOMATIONS ON  : 0 of 41 — the whole fleet is OFF
#        EXIT OPTIONS ON : 7 of 41 — exactly the seven GF arms (`disableExits` 0), i.e. S0a's
#                          seven edits PERSIST across a session boundary and a fresh page load
#        EXIT OPTIONS OFF: all 34 non-greenfield bots
#    `itmlive` = market (set by S0a, hard-reload verified) is an ACCOUNT-level setting; this file
#    has only shared_automation and bot rows. It is recorded in state.md and the S0a log.
#    ⛔ SO THIS FILE STILL LAGS OA ON THOSE FIELDS, EXACTLY AS S0a's CORRECTION SAID IT WOULD.
#    Closing that gap means adding columns (`disableExits`, `status`, `exitrate`) or a third
#    object_kind for account settings. **That is a schema decision and it is Andy's.** Flagged
#    here rather than taken, and flagged as still-open rather than quietly reported as done.
#    ⚠️ Layer 2 is UNRUN on all eight S0a edits and on F-C1. Layer-1-only. Not fully proven.
bot,IC-SPX-FastPT25-S2,BOTfw5TkkCRF4417860821948715488,template V1 (Tfw5TkkCRF2317861409017023081) — vdate 2026-08-07T22:15:01.708Z,"rid RTfw5TkkCRF4417860821948941343 scanner Scalp-Scan-Put | rid RTfw5TkkCRF4417860821948941031 scanner Scalp-Scan-Call | rid RTfw5TkkCRF4417860821948941404 monitor Scalp-Mon-S2-StrikeTouch | rid RTfw5TkkCRF4417860821948941435 monitor Scalp-Mon-S2-Cleanup — ALL sharing=0, all clone-owned, all rids differ from the original's",N/A — no bot inputs on this bot,N/A,N/A,N/A,"scan-put f83ed32bb24c0bc20e703164d68d309e1423d5be9069cc577fafb434aaf1c52f (v4, POST-F-C1, re-hashed 2026-08-07 S0b) | scan-call 892ba0c9fb7dfbfa038d95eec9ed953a91e25acc12a44f7c0aee1c960755bfa7 (v5, POST-F-C1, re-hashed 2026-08-07 S0b) | striketouch 01af4963aafb58566789662aafa68d94d846d042869590eccbede9fb6d57ca85 (v4, UNCHANGED — byte-identical to original) | cleanup f3673f2991541420c7124f3a6d2e2a2996002f6c61dc61ac8389ea348db2ccd7 (v2, UNCHANGED) — superseded pre-F-C1 values kept in the banner above",data/captures/2026-08-07-s0b/IC-SPX-FastPT25-S2-post-FC1-2026-08-07.txt (post-F-C1) | data/captures/2026-08-07-clones/06-clone-final/IC-SPX-FastPT25-S2.txt (pre-F-C1),"F-C1 APPLIED 2026-08-07, Layer-1 verified (hard reload); Layer 2 DEFERRED TO DAY-0 (INVERTED per oa-ops-runbook §4.3 — no longer expected to fail by construction)"
bot,IC-SPX-FastPT25-S2-130PM,BOTfw5TkkCRF3017861977616287731,NO TEMPLATE — tid null (Template V1 GATED: showBotMenu is Andy's hand),"rid RTfw5TkkCRF3017861977616606732 scanner Scalp-Scan-Put | rid RTfw5TkkCRF3017861977616606341 scanner Scalp-Scan-Call | rid RTfw5TkkCRF3017861977616606813 monitor Scalp-Mon-S2-StrikeTouch | rid RTfw5TkkCRF3017861977616606854 monitor Scalp-Mon-S2-Cleanup — ALL sharing=0, all clone-owned, all rids differ from the original's (BOTfw5TkkCRF3717814485128334371)",N/A — no bot inputs on this bot,N/A,N/A,N/A,"scan-put 41f2505a0f5119f3ed7b4d712f881afa68d104a43f13bbb15600989124238d87 (v6, 4796B, POST-F-C1 + re-entry gate) | scan-call 144b45e69c40289714752715a3986d1c1b6e7ab8190797f67081c120e7ccad3d (v7, 4813B, POST-F-C1 + re-entry gate) | striketouch 01af4963aafb58566789662aafa68d94d846d042869590eccbede9fb6d57ca85 (v4, 4584B, UNCHANGED — byte-identical to original AND to PR-01) | cleanup f3673f2991541420c7124f3a6d2e2a2996002f6c61dc61ac8389ea348db2ccd7 (v2, 2610B, POST-5b — byte-identical to PR-01's post-5b Cleanup)",data/captures/2026-08-08-clones/PR-02-clone-final-2026-08-08.txt (final) | data/captures/2026-08-08-clones/PR-02-step0-baseline-IC-SPX-FastPT25-S2-130PM.txt (step-0 baseline of the original),"⛔ DO NOT SIGN — allocation GATED (PR02-R1): clone $50,000 vs original $30,000; ledger says identical-to-11:00-arm, PR-01 precedent says equal-to-origin. F-C1 APPLIED 2026-08-08 both sides, Layer-1 verified (hard reload); 5b APPLIED 2026-08-08; Layer 2 DEFERRED TO DAY-0, INVERTED, UNRUN. AUTOMATIONS OFF, EXIT OPTIONS OFF by design."
# ── 2026-08-08 (S1 CLONE 2 — PR-04) ──────────────────────────────────────────────────────────
#    Row added by the PR-04 clone session. Same schema note as the 2026-08-07 clone block above:
#    §2B clones carry NO bot inputs and NO shared Library objects, so input_* read N/A by design.
#    The a7_hash column carries this bot's THREE automation hashes joined; the capture file is
#    authoritative. Formula unchanged: sha256(JSON.stringify({name,inputs,root})) over
#    `a5.bots.acedit.routine`, read after a hard reload.
#    ⭐ The two scanner hashes are BYTE-IDENTICAL to the ARCHIVED ORIGINAL's step-0 baseline, and
#    that is the CORRECT result here, not a copy-paste error: PR-04's spec required no scanner
#    edit (no PT50 was present to remove; the 15:50 Expiration exit was already there), so the
#    only new object is the backstop. rids all differ from the original's.
#    ⛔ F-C1 was NOT invoked on this bot. F-C1 is the champion pair's PT25 ruling. PR-04's spec
#    clause is "no PT50", and `exits.profits` was ALREADY "" on both sides of the ORIGINAL.
#    ⛔ D-3 IS OPEN AND THIS BOT IS AFFECTED: the trigger serialises startDate 2026-08-10T20:52:00Z
#    (= 15:52 at UTC-5, but 16:52 ET in August/EDT) while `ntime` = 1552. Which field wins is
#    UNOBSERVED. It is read at Day-0 sequence Step 5a, not here. Nothing was re-timed.
#    ⛔ FINDING PR04-R3, GATED: `rdata.next` reads 2026-08-10T13:45:00Z (09:45 ET) — the picker's
#    pre-change 9:45am default — while the stored trigger reads ntime 1552. Cached-vs-stored
#    disagreement, first-hand, unexplained. AUTOMATIONS is OFF so nothing can fire. Not "fixed".
bot,QQQ-IC-0DTE-Fortress-NoPT50,BOTfw5TkkCRF3017862038322323202,NO TEMPLATE — tid null (Template V1 GATED: showBotMenu is Andy's hand),"rid RTfw5TkkCRF3017862038322605095 scanner FortNoPT-Scan-Put | rid RTfw5TkkCRF3017862038322605296 scanner FortNoPT-Scan-Call | rid RTfw5TkkCRF178620440961331 trigger FortNoPT-Backstop-1552-FlatClose repeat freq2 int1 Mon-Fri ntime1552 holidays-skip no-end startDate 2026-08-10T20:52:00.000Z — ALL sharing=0, all clone-owned or clone-built, all rids differ from the original's (BOTfw5TkkCRF2617743681996538301)",N/A — no bot inputs on this bot,N/A,N/A,N/A,"scan-put 2eab2d95541b44536c452fcb4b7acd005ae45dd712ce07675d4d66d95db211e2 (v9, 4682B, UNEDITED — byte-identical to the archived original's step-0 baseline) | scan-call 7dd2df800d47d4c4f4ba97cfd5fc83d588fcc4c20d9fd12ef9928b4e607bc6be (v9, 4649B, UNEDITED — byte-identical to the original's step-0 baseline) | backstop 6794b56b672e7e625ee731ac949ddeffddf5e325522b38a8f73d6d0cb34f7e04 (v1, 1447B, BUILT 2026-08-08T15:58:58.836Z)",data/captures/2026-08-08-clones/PR-04-clone-final-2026-08-08.txt (final) | data/captures/2026-08-08-clones/PR-04-step0-baseline-QQQ-IC-0DTE-Fortress-NoPT50.txt (step-0 baseline of the original),"SPEC COMPLETE: 15:50 Expiration exit inherited untouched; NO PT50 (exits.profits = "" both sides, F-C1 not invoked); 15:52 backstop BUILT and Layer-1 verified after hard reload. Allocation $100,000 = original's. AUTOMATIONS OFF, EXIT OPTIONS OFF (disableExits 1, screenshotted). Layer 2 DEFERRED TO DAY-0 — time-exit row present, NO PT row, and BACKSTOP_CAUGHT_IT must be NEGATIVE. Not signable until Template V1 (Andy's hand) and the standard Day-0 gates."
