fact_id,area,page_title,page_url,claim,quote,tier,gap_flag,last_verified,page_fingerprint
OA-0020,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,Users not running Google Chrome or another V8 browser will experience stability issues.,Users not running Google Chrome or another V8 browser will experience stability issues.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0021,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,A user on a non-V8-compatible browser can still log in to the platform but may hit undocumented stability issues without being aware the application is malfunctioning.,Any user not running a V8-compatible browser will still be able to login to the platform but may experience undocumented stability issues. The user may not even be aware the application is not functioning as intended.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0022,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,"Option Alpha states the platform was built over five years by an in-house development team, that they wrote every line of the automated-trading code, and that reliance on third-party packages is minimal.","Instead, we spent five years building the entire platform and network from the ground up with an in-house team of developers.

We wrote every single line of code that runs automated trading which means we control the full software stack from top to bottom. There is an absolute minimal reliance on third-party packages or software.",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0023,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,The platform is hosted by AWS inside a Virtual Private Cloud monitored by the Option Alpha team.,"1. Operate a web-based platform in the cloud, hosted by AWS and monitored by our team inside our Virtual Private Cloud (VPC).",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0024,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,The platform requires the highest level of TLS browser encryption.,2. Require the highest level of TLS browser encryption.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0025,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,All bot-originated requests travel via point-to-point access from Option Alpha's US-based servers directly to the user's broker.,3. Send all requests originating from bots via point-to-point access from our US-based servers directly to your broker.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0026,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,Multi-tiered web application firewalls sit in front of all web traffic to protect against hacking and denial-of-service attempts.,"4. Place multi-tiered web application firewalls (WAFs), in front of all web traffic, to protect against malicious hacking or denial-of-service (DoS) attempts.",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0027,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,The platform uses reverse proxying to scalable web server instances for speed and uptime.,5. Use reverse proxying to scalable web server instances to create the fastest platform possible for our traders and ensure uptime.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0028,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,"The connection method between bots and a brokerage account is dictated by the broker, and in most cases brokers dictate use of the OAuth 2.0 standard for access delegation.","The method the bots use to connect to your brokerage account is dictated by the broker. In most cases, they will dictate the use of the OAuth 2.0 standard for access delegation.",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0029,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,"Connecting a broker for live trading happens through a secure login modal, after which the broker provides Option Alpha a special token that the bots use in a limited capacity.","When it is time to connect to your broker for live trading, we will present you with a secure login modal for your account to authenticate the bot server with your broker. The broker will provide us with a special token that the bots will use in a very limited capacity.",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0030,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,"Bots use broker connections only to submit or monitor active orders and positions, access the broker only when required, and Option Alpha does not have access to the user's account details.",Bots only use broker connections to submit or monitor active orders and positions. They only access your broker when required. Option Alpha does not have access to your account details.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0031,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,Bots are not constantly connected to brokerage accounts; they only submit orders through the API and monitor their status if required.,"Bots are not constantly connected to brokerage accounts. Instead, they only submit orders through the API and monitor their status, if required.",DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0032,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,"All tracking during the lifetime of an open position is done through the bots and their live data feed, not through the broker connection.",All tracking that occurs during the lifetime of an open position is done directly through the bots and their live data feed.,DOCUMENTED,,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0033,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,The page does not state how long broker OAuth tokens remain valid or how token refresh/expiry is handled.,,DOCS-SILENT,What is the broker token lifetime and refresh behavior when a token expires mid-position?,2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0034,platform,Infrastructure & Security,https://docs.optionalpha.com/technical-documentation/platform/infrastructure-and-security,The page claims stateful recovery after network failure but does not state what happens to orders that were in flight at the moment of failure.,,DOCS-SILENT,"Are in-flight orders re-submitted, reconciled, or dropped on failover?",2026-08-04,ccabea63ee41453c439e300e8be9678ee77629ae33c5edd2b566f99753973359
OA-0035,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Automations obey the Bot Settings' global controls when opening a new position, and there are 3 primary controls.",Automations adhere to the Bot Settings' strict global controls when opening a new position. There are 3 primary controls:,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0036,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The Allocation control is the total capital from the trading account available for the bot to open positions.,| Allocation | Total capital from your trading account available for the bot to open positions |,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0037,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The Daily Position Limit control is the number of positions the bot can open in one day.,| Daily Position Limit | Number of positions that can be opened by the bot in one day. |,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0038,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The Max Position Limit control is the number of positions that can be open at any given time.,| Max Position Limit | Number of positions that can be open at any given time. |,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0039,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Before sending an order to the broker, the bot first checks that it is within its global limits, and if opening a new position violates any limit the bot alerts the user with an error.","Before sending an order to your broker, the bot first checks if it is within the bounds of its global limits. If opening a new position violates any of these limits, the bot will alert you with an error.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0040,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Global-limit conditions are checked before the bot works through an automation, and only if they are satisfied does the bot continue through the automation.","These conditions are checked before the bot works through an automation. If the conditions are satisfied, the bot will continue through the automation and follow your actions.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0041,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,Automation decision trees are modeled as rooted binary trees.,Decision trees are modeled after one of the most fundamental structures in computer science: binary trees.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0042,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"The trees are ordered, with the left child representing the Yes decision path and the right child representing the No decision path.","Most binary trees we are interested in are ordered, so we distinguish between the left child and right child of u, i.e., the Yes/No decision path.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0043,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Decision-tree nodes are built out of conditional statements using logical and relational operators, assembled from ""decision recipes"" curated by the Option Alpha team.","Each parent and/or root node of the decision tree is composed of conditional statements, using both logical and relational operators, built out of ""decision recipes"" curated by the Option Alpha team.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0044,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"The page first states that decisions in automations do not use negation, which is later reversed by the Negation subsection describing the NOT property.","Grouped conditional statements work in the same way they would in any modern programming language, discrete math and/or discrete logic, with the exception that decisions in automations do not use negation.",DOCUMENTED,"Internal contradiction: ""decisions in automations do not use negation"" vs. the later Negation subsection allowing a NOT property on decision nodes.",2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0045,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"When a leaf node results in an action to open or close a position, the bot submits the order through the broker's API.","If a leaf node in a decision tree results in an action to open or close a position, the bot will use your broker's API to submit the order.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0046,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,Input parameters undergo a translation into real numbers before the mathematical condition is tested.,"Input parameters first undergo a translation process; for example, the rate of return in “Opportunity rate of return is greater than 25%” is translated into a real number before the mathematical condition is tested.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0047,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"The theoretical trade inputs used in decision criteria are identical to the opening-position parameters required by the trade action, which is typically the bottommost node of the decision tree.","Fortunately, these trade inputs are identical to the opening position parameters required for the action of placing a real trade, typically located at the bottommost node of the decision tree.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0048,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"All parameters are evaluated to a binary true-or-false outcome, and natural-language terms like above or below map to the mathematical operators greater than or less than.","All parameters are evaluated for a binary outcome (true or false). In general, all numeric parameters are used to test a conditional statement for truthfulness. The conditions are described with natural language that represents a mathematical operation, e.g., above or below implies greater than (>) or less than (<) in “MSFT price is above/below 100.”",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0049,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Decision-tree decisions and their parameters are grouped into four main categories: stock-based, opportunity-based, indicator-based, and position-based.","The decision tree “decisions” and their parameters are grouped into four main categories: stock-based, opportunity-based, indicator-based, and position-based.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0050,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Decision nodes can be negated by adding a NOT property in front of the decision logic, forcing the flow down the No path.",Decision nodes can also be negated by adding a NOT property in front of the decision logic. This allows the user to negate particular logic and more easily force the flow of a binary tree down the No path.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0051,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Scanner and Monitor are logical groupings only, with Scanners intended for finding and opening opportunities and Monitors intended for managing and closing open positions.","Automations in the Scanner category are intended for the searching and opening of opportunities, while automations in the Monitor category are intended for the management and closing of open positions.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0052,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,There is no functional difference between Scanner and Monitor automations; a Scanner can close a position and a Monitor can open one.,"There is no functional difference between the automations in either category. If required by the user, a Scanner automation can close a position or a Monitor automation can open one. In this sense, the Scanner/Monitor categorization is a convenience.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0053,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Scanners stop running once a position limit is met, whereas a Monitor that tries to open a limit-violating position is only stopped by an error safeguard that throws an error.","Scanners will not run once a position limit is met. However, when using a monitor to open a position, if that position violates the global position limit settings, an error safeguard is in place and will throw an error for violating the set limit.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0054,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,Scanners are the designed primary mechanism for opening positions because of their strict adherence to position limit settings.,Scanners are designed to be used as the primary automation to open positions because of their strict adherence to the position limit settings.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0055,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Events can be created to fire on a specific date, at a specific time, immediately, or when something happens inside the bot.","Users can create events to fire on a specific date, at a specific time, at this very moment, when something happens inside the bot, and everything in between.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0056,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Events are established and executed in Eastern Time, which can cause current-day or next-day interpretation differences versus the user's browser time zone.","Events are established and executed in Eastern Time. When creating events, you are creating the event based on Eastern Time which may cause a difference in current or next-day interpretation from your browser's time zone.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0057,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Scheduled events run either once or on a repeating schedule, including arbitrary patterns such as the first of every month, every Mon/Wed/Fri, or every third Friday.","Scheduled events are automations that run on a schedule, either once or in a repeating fashion. Users can choose to schedule one highly specific event, such as May 12th, 2021 at 9:45 AM Eastern, or on an arbitrary repeating schedule - e.g., the first of every month, every Mon/Wed/Fri, every third Friday, etc.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0058,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"For holidays, a scheduled event can be set to run the day before the holiday, the day after, or skip it altogether, selected on the automation event's ""Schedule"" tab.","Holidays are accounted for in scheduled events. A user will have the option to run an automation the day before a holiday, the day after a holiday, or skip the holiday altogether. Selection can be made on the ""Schedule"" tab of an automation event.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0059,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"All Scheduled events use a UTC offset, so a 'next day' automation must be created before UTC 00:00 (7:00pm EST or 8:00pm EDT) for the event to run the next market day.",A UTC offset is employed for all Scheduled events. This means that when creating an automation to run 'next day' you must be before UTC 00:00 in order for the event to run the next market day. For example: 7:00pm EST or 8:00pm EDT.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0060,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,There are 2 types of unscheduled events: resultant events and button clicks.,There are 2 types of unscheduled events: resultant events and button clicks.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0061,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"Resultant events fire as a result of another event, such as the opening or closing of a position, and can execute a separate automation immediately afterward.","Resultant events will fire as a result of another event occurring, such as the Opening or Closing of a position. When any position of a particular type is opened or closed, the user can choose to execute a separate automation immediately afterward.",DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0062,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"One button click results in exactly one execution of an automation, and button clicks can be executed at any time during open market hours.",Button clicks events are fired as a result of pressing a button the user adds to his or her dashboard. One button click results in one execution of an automation. These can be executed at any time during open market opens.,DOCUMENTED,,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0063,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,"The page does not state whether ""a position limit"" that stops Scanners means the daily limit, the max limit, or either.",,DOCS-SILENT,"Which limit(s) — Daily Position Limit, Max Position Limit, or both — cause a Scanner to stop running?",2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0064,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The page does not state what happens when a dashboard button is pressed while the market is closed.,,DOCS-SILENT,"Is a button click outside market hours queued, rejected, or silently dropped?",2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0065,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The page does not state the execution order or concurrency behavior when multiple automations are scheduled at the same time in the same bot.,,DOCS-SILENT,"In what order do simultaneous scheduled automations run, and can they run concurrently?",2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0066,platform,Automations,https://docs.optionalpha.com/technical-documentation/platform/automations,The page does not state whether the Allocation check accounts for capital reserved by pending (unfilled) orders.,,DOCS-SILENT,Does the allocation/global-limit check count in-flight unfilled orders against available capital?,2026-08-04,c1c5e4ee5feaa392336fe0a572cf4668dfe22e456a32b942546a3f9339bd220e
OA-0067,platform,Automation Behavior,https://docs.optionalpha.com/technical-documentation/platform/automation-behavior,"Automations execute in an adjustable synchronous order set by the user, but a queued automation does not wait for the prior automation's order to complete — only for its callback — before proceeding.","Automations execute in an adjustable synchronous order, meaning automations run in the order specified by the user. Automations following in sequence will not wait for order completion but rather will wait for a callback and proceed to the next automation. This means 5 scanners with 2-minute limit order will not hold up execution.",DOCUMENTED,,2026-08-04,58a0c395f11b5ce11d7642ff4567279e13388f73ab15b6c519c42fd922dd487c
OA-0068,platform,Automation Behavior,https://docs.optionalpha.com/technical-documentation/platform/automation-behavior,Automation run order is configured with the arrows next to each automation; the top automation runs first and the bottom automation runs last.,The order is configured by selecting the arrows to the right of an automation. The automation on top runs first and the bottom automation runs last.,DOCUMENTED,,2026-08-04,58a0c395f11b5ce11d7642ff4567279e13388f73ab15b6c519c42fd922dd487c
OA-0069,platform,Automation Behavior,https://docs.optionalpha.com/technical-documentation/platform/automation-behavior,"Monitor automations run before scanner automations so any closing orders are processed ahead of possible new opening orders from a scanner, to reduce concurrency issues when opening and closing positions on the same scan interval.",It is important to note that [monitor automations](https://optionalpha.com/help/automation-basics) will run first to process any closing orders ahead of possible new opening orders from a scanner. This is designed to alleviate concurrency issues when opening and closing positions on the same scan interval.,DOCUMENTED,,2026-08-04,58a0c395f11b5ce11d7642ff4567279e13388f73ab15b6c519c42fd922dd487c
OA-0070,platform,Automation Behavior,https://docs.optionalpha.com/technical-documentation/platform/automation-behavior,"The docs state that scanner and monitor automations are queued and processed synchronously, yet in the same sentence state that execution order is never guaranteed — an apparent internal tension between ""processed synchronously"" and ""never guaranteed"" order.",Scanner and monitor automations are queued and processed synchronously. Execution order is never guaranteed.,DOCUMENTED,"If execution is synchronous, in what sense is order ""never guaranteed"" — does this mean guaranteed only relative to other bots/processes, not within one bot's own queue?",2026-08-04,58a0c395f11b5ce11d7642ff4567279e13388f73ab15b6c519c42fd922dd487c
OA-0071,platform,Automation Behavior,https://docs.optionalpha.com/technical-documentation/platform/automation-behavior,"A redundant position check runs before each automation execution; if Scanner 2 opens a position before Scanner 1 and this reaches a global position limit, the user is warned that the maximum position count has been reached.","A redundant position check occurs prior to each execution. In the event Scanner 2 opens a position prior to Scanner 1, and has reached a global [position limit](https://optionalpha.com/help/safeguards), a warning will alert the user that the maximum position count has been reached.",DOCUMENTED,,2026-08-04,58a0c395f11b5ce11d7642ff4567279e13388f73ab15b6c519c42fd922dd487c
