window_start,window_end,date,bot,trade_id,rule,severity,axis,tier,observed,threshold,detail,verify_by
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeA-S1,,DUPLICATE_ARM,AMBER,FIRE,S,42 positions identical to QQQ-IC-0DTE-HedgeC-S3,< 5,'QQQ-IC-0DTE-HedgeA-S1' and 'QQQ-IC-0DTE-HedgeC-S3' produced identical P/L at an identical entry minute 42 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeA-S1,,DUPLICATE_ARM,AMBER,FIRE,S,17 positions identical to QQQ-IC-0DTE-HedgeB-S2,< 5,'QQQ-IC-0DTE-HedgeA-S1' and 'QQQ-IC-0DTE-HedgeB-S2' produced identical P/L at an identical entry minute 17 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeB-S2,,DUPLICATE_ARM,AMBER,FIRE,S,18 positions identical to QQQ-IC-0DTE-HedgeC-S3,< 5,'QQQ-IC-0DTE-HedgeB-S2' and 'QQQ-IC-0DTE-HedgeC-S3' produced identical P/L at an identical entry minute 18 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeB-S2,,DUPLICATE_ARM,AMBER,FIRE,S,17 positions identical to QQQ-IC-0DTE-HedgeD-Conditional,< 5,'QQQ-IC-0DTE-HedgeB-S2' and 'QQQ-IC-0DTE-HedgeD-Conditional' produced identical P/L at an identical entry minute 17 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeB-S2,,DUPLICATE_ARM,AMBER,FIRE,S,17 positions identical to QQQ-IC-0DTE-HedgeTest,< 5,'QQQ-IC-0DTE-HedgeB-S2' and 'QQQ-IC-0DTE-HedgeTest' produced identical P/L at an identical entry minute 17 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeC-S3,,DUPLICATE_ARM,AMBER,FIRE,S,42 positions identical to QQQ-IC-0DTE-HedgeD-Conditional,< 5,'QQQ-IC-0DTE-HedgeC-S3' and 'QQQ-IC-0DTE-HedgeD-Conditional' produced identical P/L at an identical entry minute 42 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeC-S3,,DUPLICATE_ARM,AMBER,FIRE,S,42 positions identical to QQQ-IC-0DTE-HedgeTest,< 5,'QQQ-IC-0DTE-HedgeC-S3' and 'QQQ-IC-0DTE-HedgeTest' produced identical P/L at an identical entry minute 42 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,QQQ-IC-0DTE-HedgeD-Conditional,,DUPLICATE_ARM,AMBER,FIRE,S,70 positions identical to QQQ-IC-0DTE-HedgeTest,< 5,'QQQ-IC-0DTE-HedgeD-Conditional' and 'QQQ-IC-0DTE-HedgeTest' produced identical P/L at an identical entry minute 70 times — they are not independent arms and cannot be ranked against each other,a capture-diff of the two bots' automation trees
2026-03-05,2026-07-02,,DIR-SPX-PutVIX22-SL75,,SILENT_BOT,AMBER,FIRE,S,0 positions in the window,"1 position, or a scanner run in the logs","correctly-gated and switched-off are indistinguishable from position data — this is unverifiable here, not a failure",OA bot logs: a scanner run recorded with no entry closes this GREEN; zero log entries closes it RED
2026-03-05,2026-07-02,2026-03-18,QQQ-IC-0DTE-HedgeTest,T00920,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-18 15:42),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-19,QQQ-IC-0DTE-HedgeC-S3,T00918,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-19 11:32),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-19,QQQ-IC-0DTE-HedgeC-S3,T00918,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-19 11:06),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-20,QQQ-IC-0DTE-HedgeA-S1,T00905,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-20 14:23),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-20,QQQ-IC-0DTE-HedgeC-S3,T00906,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-20 11:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-20,QQQ-IC-0DTE-HedgeD-Conditional,T00903,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-20 14:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-20,QQQ-IC-0DTE-HedgeTest,T00904,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-20 14:23),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeA-S1,T00899,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:56),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeB-S2,T00900,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeC-S3,T00901,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeC-S3,T00901,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeD-Conditional,T00897,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:59),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeTest,T00898,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-23 11:56),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-24,QQQ-IC-0DTE-HedgeB-S2,T00895,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-24 11:23),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-24,QQQ-IC-0DTE-HedgeC-S3,T00894,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-24 11:26),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-25,QQQ-IC-0DTE-HedgeA-S1,T00880,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-25 11:18),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-25,QQQ-IC-0DTE-HedgeB-S2,T00879,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-25 11:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-25,QQQ-IC-0DTE-HedgeC-S3,T00882,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-25 11:10),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-25,QQQ-IC-0DTE-HedgeTest,T00881,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-25 11:18),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-26,QQQ-IC-0DTE-HedgeC-S3,T00874,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-26 11:32),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-26,QQQ-IC-0DTE-HedgeD-Conditional,T00870,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-26 13:55),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-27,QQQ-IC-0DTE-HedgeB-S2,T00867,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-27 11:31),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-27,QQQ-IC-0DTE-HedgeC-S3,T00866,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-27 11:31),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-30,QQQ-IC-0DTE-HedgeA-S1,T00857,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-30 13:28),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-30,QQQ-IC-0DTE-HedgeB-S2,T00859,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-30 11:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-30,QQQ-IC-0DTE-HedgeC-S3,T00860,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-30 11:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-30,QQQ-IC-0DTE-HedgeD-Conditional,T00856,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-30 14:28),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-30,QQQ-IC-0DTE-HedgeTest,T00858,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-30 13:28),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-Baseline,T00844,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 15:50),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeA-S1,T00847,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 12:40),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeB-S2,T00850,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 11:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeC-S3,T00849,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 11:06),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeD-Conditional,T00848,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 12:40),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeTest,T00846,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-03-31 12:40),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-01,QQQ-IC-0DTE-HedgeB-S2,T00843,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-01 11:31),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-06,QQQ-IC-0DTE-HedgeB-S2,T00823,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-06 11:26),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeA-S1,T00809,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 12:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeB-S2,T00811,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 11:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeC-S3,T00812,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 11:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeC-S3,T00812,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 11:06),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeD-Conditional,T00808,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 12:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeTest,T00810,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-07 12:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-08,QQQ-IC-0DTE-HedgeC-S3,T00797,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-08 11:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,IC-SPX-FastPT25-S2,T00786,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 09:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,IC-SPX-FastPT25-S2,T00787,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 09:43),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,QQQ-IC-0DTE-HedgeA-S1,T00782,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 12:02),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,QQQ-IC-0DTE-HedgeB-S2,T00784,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 11:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,QQQ-IC-0DTE-HedgeC-S3,T00783,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 11:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,QQQ-IC-0DTE-HedgeD-Conditional,T00780,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 12:04),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-09,QQQ-IC-0DTE-HedgeTest,T00781,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-09 12:02),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-10,IC-SPX-FastPT25-S2,T00771,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-10 10:02),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-10,IC-SPX-FastPT25-S2,T00772,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-10 09:55),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-10,IC-SPX-FastPT25-S2,T00774,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-10 09:35),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-10,QQQ-IC-0DTE-HedgeC-S3,T00769,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-10 11:41),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-13,IC-SPX-FastPT25-S2,T00760,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-13 09:49),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-13,IC-SPX-FastPT25-S2,T00761,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-13 09:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-13,IC-SPX-FastPT25-S2,T00763,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-13 09:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-13,QQQ-IC-0DTE-HedgeC-S3,T00757,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-13 11:12),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-14,IC-SPX-FastPT25-S2,T00748,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-14 10:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-15,IC-SPX-FastPT25-S2,T00736,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-15 10:15),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-15,QQQ-IC-0DTE-HedgeC-S3,T00731,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-15 12:19),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-16,IC-SPX-FastPT25-S2,T00721,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-16 09:42),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-16,IC-SPX-FastPT25-S2,T00722,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-16 09:52),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-16,QQQ-IC-0DTE-HedgeC-S3,T00718,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-16 11:09),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-17,IC-SPX-FastPT25-S2,T00705,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-17 09:38),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-17,IC-SPX-FastPT25-S2,T00707,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-17 09:50),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
